Barcode,Plating_Date,Position,Planting_Date,Outlier,Notes,base_cts_max,base_cts_min,base_cts_mean,base_cts_std,base_cts_median,base_orgs_max,base_orgs_min,base_orgs_mean,base_orgs_std,base_orgs_median,base_deeps_max,base_deeps_min,base_deeps_mean,base_deeps_std,base_deeps_median,base_lengths_max,base_lengths_min,base_lengths_mean,base_lengths_std,base_lengths_median,base_length_ratios_max,base_length_ratios_min,base_length_ratios_mean,base_length_ratios_std,base_length_ratios_median,base_meanxs_max,base_meanxs_min,base_meanxs_mean,base_meanxs_std,base_meanxs_median,base_meanys_max,base_meanys_min,base_meanys_mean,base_meanys_std,base_meanys_median,base_medianxs_max,base_medianxs_min,base_medianxs_mean,base_medianxs_std,base_medianxs_median,base_medianys_max,base_medianys_min,base_medianys_mean,base_medianys_std,base_medianys_median,base_stdxs_max,base_stdxs_min,base_stdxs_mean,base_stdxs_std,base_stdxs_median,base_stdys_max,base_stdys_min,base_stdys_mean,base_stdys_std,base_stdys_median,base_max_diffxs_max,base_max_diffxs_min,base_max_diffxs_mean,base_max_diffxs_std,base_max_diffxs_median,base_25s_max,base_25s_min,base_25s_mean,base_25s_std,base_25s_median,base_75s_max,base_75s_min,base_75s_mean,base_75s_std,base_75s_median,base_25_ratios_max,base_25_ratios_min,base_25_ratios_mean,base_25_ratios_std,base_25_ratios_median,base_75_ratios_max,base_75_ratios_min,base_75_ratios_mean,base_75_ratios_std,base_75_ratios_median,base_median_ratios_max,base_median_ratios_min,base_median_ratios_mean,base_median_ratios_std,base_median_ratios_median,base_ct_densitys_max,base_ct_densitys_min,base_ct_densitys_mean,base_ct_densitys_std,base_ct_densitys_median,tip_cts_max,tip_cts_min,tip_cts_mean,tip_cts_std,tip_cts_median,tip_orgs_max,tip_orgs_min,tip_orgs_mean,tip_orgs_std,tip_orgs_median,tip_deeps_max,tip_deeps_min,tip_deeps_mean,tip_deeps_std,tip_deeps_median,tip_meanxs_max,tip_meanxs_min,tip_meanxs_mean,tip_meanxs_std,tip_meanxs_median,tip_meanys_max,tip_meanys_min,tip_meanys_mean,tip_meanys_std,tip_meanys_median,tip_medianxs_max,tip_medianxs_min,tip_medianxs_mean,tip_medianxs_std,tip_medianxs_median,tip_medianys_max,tip_medianys_min,tip_medianys_mean,tip_medianys_std,tip_medianys_median,tip_stdxs_max,tip_stdxs_min,tip_stdxs_mean,tip_stdxs_std,tip_stdxs_median,tip_stdys_max,tip_stdys_min,tip_stdys_mean,tip_stdys_std,tip_stdys_median,tip_sdx_sdys_max,tip_sdx_sdys_min,tip_sdx_sdys_mean,tip_sdx_sdys_std,tip_sdx_sdys_median,tip_25s_max,tip_25s_min,tip_25s_mean,tip_25s_std,tip_25s_median,tip_75s_max,tip_75s_min,tip_75s_mean,tip_75s_std,tip_75s_median,tip_25_ratios_max,tip_25_ratios_min,tip_25_ratios_mean,tip_25_ratios_std,tip_25_ratios_median,tip_75_ratios_max,tip_75_ratios_min,tip_75_ratios_mean,tip_75_ratios_std,tip_75_ratios_median,tip_median_ratios_max,tip_median_ratios_min,tip_median_ratios_mean,tip_median_ratios_std,tip_median_ratios_median,pr_cts_max,pr_cts_min,pr_cts_mean,pr_cts_std,pr_cts_median,pr_cts_mode,lr_cts_max,lr_cts_min,lr_cts_mean,lr_cts_std,lr_cts_median,lr_cts_mode,pr_lengths_max,pr_lengths_min,pr_lengths_mean,pr_lengths_std,pr_lengths_median,pr_base_tip_dists_max,pr_base_tip_dists_min,pr_base_tip_dists_mean,pr_base_tip_dists_std,pr_base_tip_dists_median,pr_depths_max,pr_depths_min,pr_depths_mean,pr_depths_std,pr_depths_median,grav_indexs_max,grav_indexs_min,grav_indexs_mean,grav_indexs_std,grav_indexs_median,lr_max_lengths_max,lr_max_lengths_min,lr_max_lengths_mean,lr_max_lengths_std,lr_max_lengths_median,lr_min_lengths_max,lr_min_lengths_min,lr_min_lengths_mean,lr_min_lengths_std,lr_min_lengths_median,lr_mean_lengths_max,lr_mean_lengths_min,lr_mean_lengths_mean,lr_mean_lengths_std,lr_mean_lengths_median,lr_std_lengths_max,lr_std_lengths_min,lr_std_lengths_mean,lr_std_lengths_std,lr_std_lengths_median,lr_median_lengths_max,lr_median_lengths_min,lr_median_lengths_mean,lr_median_lengths_std,lr_median_lengths_median,lr_tot_lengths_max,lr_tot_lengths_min,lr_tot_lengths_mean,lr_tot_lengths_std,lr_tot_lengths_median,pr_angles_gravs,pr_angles_gravs_min,pr_angles_gravs_mean,pr_angles_gravs_std,pr_angles_gravs_median,mean_lr_angles_max,mean_lr_angles_min,mean_lr_angles_mean,mean_lr_angles_std,mean_lr_angles_median,std_lr_angles_max,std_lr_angles_min,std_lr_angles_mean,std_lr_angles_std,std_lr_angles_median,max_lr_angles_max,max_lr_angles_min,max_lr_angles_mean,max_lr_angles_std,max_lr_angles_median,min_lr_angles_max,min_lr_angles_min,min_lr_angles_mean,min_lr_angles_std,min_lr_angles_median,median_lr_angles_max,median_lr_angles_min,median_lr_angles_mean,median_lr_angles_std,median_lr_angles_median,pr_angles_grav_tips_max,pr_angles_grav_tips_min,pr_angles_grav_tips_mean,pr_angles_grav_tips_std,pr_angles_grav_tips_median,mean_lr_angle_tips_max,mean_lr_angle_tips_min,mean_lr_angle_tips_mean,mean_lr_angle_tips_std,mean_lr_angle_tips_median,std_lr_angle_tips_max,std_lr_angle_tips_min,std_lr_angle_tips_mean,std_lr_angle_tips_std,std_lr_angle_tips_median,max_lr_angle_tips_max,max_lr_angle_tips_min,max_lr_angle_tips_mean,max_lr_angle_tips_std,max_lr_angle_tips_median,min_lr_angle_tips_max,min_lr_angle_tips_min,min_lr_angle_tips_mean,min_lr_angle_tips_std,min_lr_angle_tips_median,median_lr_angle_tips_max,median_lr_angle_tips_min,median_lr_angle_tips_mean,median_lr_angle_tips_std,median_lr_angle_tips_median,perimeters_max,perimeters_min,perimeters_mean,perimeters_std,perimeters_median,areas_max,areas_min,areas_mean,areas_std,areas_median,longest_dists_max,longest_dists_min,longest_dists_mean,longest_dists_std,longest_dists_median,shortest_dists_max,shortest_dists_min,shortest_dists_mean,shortest_dists_std,shortest_dists_median,median_dists_max,median_dists_min,median_dists_mean,median_dists_std,median_dists_median,max_widths,max_heights
L9R5BM6,8/1/2022,1-A-29,8/3/2022,,,1.0,1.0,1.0,0.0,1.0,248.2216187,217.1169739,233.2879466,8.255744969,236.4042664,248.2216187,217.1169739,233.2879466,8.255744969,236.4042664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.7374268,828.1243896,889.734038,50.22520037,896.8059692,248.2216187,217.1169739,233.2879466,8.255744969,236.4042664,992.7374268,828.1243896,889.734038,50.22520037,896.8059692,248.2216187,217.1169739,233.2879466,8.255744969,236.4042664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.2216187,217.1169739,233.2879466,8.255744969,236.4042664,248.2216187,217.1169739,233.2879466,8.255744969,236.4042664,0.965157491,0.728385668,0.808803631,0.056683585,0.797643883,0.965157491,0.728385668,0.808803631,0.056683585,0.797643883,0.965157491,0.728385668,0.808803631,0.056683585,0.797643883,0.032358931,0.007503411,0.017636919,0.006171838,0.016403932,1.0,1.0,1.0,0.0,1.0,316.7177429,308.7611694,312.554583,1.558348852,312.4455872,316.7177429,308.7611694,312.554583,1.558348852,312.4455872,1020.646118,744.3899536,837.6766435,83.03120442,812.2776489,316.7177429,308.7611694,312.554583,1.558348852,312.4455872,1020.646118,744.3899536,837.6766435,83.03120442,812.2776489,316.7177429,308.7611694,312.554583,1.558348852,312.4455872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,316.7177429,308.7611694,312.554583,1.558348852,312.4455872,316.7177429,308.7611694,312.554583,1.558348852,312.4455872,1.278289005,1.012739273,1.098600719,0.081462823,1.067989279,1.278289005,1.012739273,1.098600719,0.081462823,1.067989279,1.278289005,1.012739273,1.098600719,0.081462823,1.067989279,3.0,1.0,1.444444444,0.549971941,1.0,1.0,1.0,0.0,0.652777778,0.476087125,1.0,1.0,240.2622551,24.39207103,64.25259283,41.48382782,51.37682795,220.0047011,68.95798073,116.4702974,47.99175429,105.0096873,308.5900879,244.3627167,290.1573007,17.54654707,296.5519562,19.43632367,0.8699232,8.226419303,4.889486428,7.993149694,123.3335653,0.0,53.99428094,41.70998709,73.51693767,123.3335653,0.0,53.99428094,41.70998709,73.51693767,123.3335653,0.0,53.99428094,41.70998709,73.51693767,0.0,0.0,0.0,0.0,0.0,123.3335653,0.0,53.99428094,41.70998709,73.51693767,123.3335653,0.0,53.99428094,41.70998709,73.51693767,56.4204932,0.519520097,22.34670082,15.01808165,19.83463017,79.14372363,0.743085413,25.92371327,21.49486563,14.1089895,0.0,0.0,0.0,0.0,0.0,79.14372363,0.743085413,25.92371327,21.49486563,14.1089895,79.14372363,0.743085413,25.92371327,21.49486563,14.1089895,79.14372363,0.743085413,25.92371327,21.49486563,14.1089895,62.91253569,9.502620168,33.75119443,17.91739407,31.84012465,41.6786053,0.100582548,16.23686293,11.94868628,12.95516515,0.0,0.0,0.0,0.0,0.0,41.6786053,0.100582548,16.23686293,11.94868628,12.95516515,41.6786053,0.100582548,16.23686293,11.94868628,12.95516515,41.6786053,0.100582548,16.23686293,11.94868628,12.95516515,575.7800142,0.0,325.8294422,177.5106836,343.7064505,10915.28231,0.0,4762.23888,4054.827126,3931.6296,267.9396572,0.0,149.2187164,80.48643763,148.1622476,38.70567189,0.0,15.23649469,9.560305012,15.62383937,203.810659,0.0,101.784338,60.50366254,107.4806438,129.5304871,91.63478088
WI0EIGQ,8/1/2022,1-A-33,8/2/2022,,,1.0,1.0,1.0,0.0,1.0,344.319458,292.8498535,311.8028762,13.46843039,308.7314758,344.319458,292.8498535,311.8028762,13.46843039,308.7314758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.324707,827.9123535,938.5064054,67.61949058,916.6456909,344.319458,292.8498535,311.8028762,13.46843039,308.7314758,1088.324707,827.9123535,938.5064054,67.61949058,916.6456909,344.319458,292.8498535,311.8028762,13.46843039,308.7314758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.319458,292.8498535,311.8028762,13.46843039,308.7314758,344.319458,292.8498535,311.8028762,13.46843039,308.7314758,1.048675611,0.796411301,0.890852825,0.070358774,0.875839695,1.048675611,0.796411301,0.890852825,0.070358774,0.875839695,1.048675611,0.796411301,0.890852825,0.070358774,0.875839695,0.119954026,0.007335021,0.031447575,0.029759741,0.019263051,1.0,1.0,1.0,0.0,1.0,360.1362,352.4153748,356.7604642,1.467001242,356.5785828,360.1362,352.4153748,356.7604642,1.467001242,356.5785828,1124.155762,691.9530029,963.5909737,144.9220978,1001.154419,360.1362,352.4153748,356.7604642,1.467001242,356.5785828,1124.155762,691.9530029,963.5909737,144.9220978,1001.154419,360.1362,352.4153748,356.7604642,1.467001242,356.5785828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,360.1362,352.4153748,356.7604642,1.467001242,356.5785828,360.1362,352.4153748,356.7604642,1.467001242,356.5785828,1.112692888,0.939521278,1.017902203,0.039690265,1.010894852,1.112692888,0.939521278,1.017902203,0.039690265,1.010894852,1.112692888,0.939521278,1.017902203,0.039690265,1.010894852,2.0,0.0,0.722222222,0.532870169,1.0,1.0,1.0,0.0,0.694444444,0.460642332,1.0,1.0,136.3322567,0.0,39.41242327,36.29763422,43.70969167,96.29621196,0.0,4.012342165,19.24251704,0.0,380.0593567,0.0,235.5745324,161.8741093,330.5758209,2.034546579,0.0,0.084772774,0.406555942,0.0,157.7771881,0.0,67.07486111,58.47019732,64.16881268,157.7771881,0.0,67.07486111,58.47019732,64.16881268,157.7771881,0.0,67.07486111,58.47019732,64.16881268,0.0,0.0,0.0,0.0,0.0,157.7771881,0.0,67.07486111,58.47019732,64.16881268,157.7771881,0.0,67.07486111,58.47019732,64.16881268,71.07803601,8.653377826,24.89973575,10.61650618,22.64581518,76.92759101,21.28549961,62.04042005,12.79282143,65.15147136,0.0,0.0,0.0,0.0,0.0,76.92759101,21.28549961,62.04042005,12.79282143,65.15147136,76.92759101,21.28549961,62.04042005,12.79282143,65.15147136,76.92759101,21.28549961,62.04042005,12.79282143,65.15147136,24.52420172,24.52420172,24.52420172,0.0,24.52420172,70.53710795,0.482209443,58.94976023,14.89857657,64.59455064,0.0,0.0,0.0,0.0,0.0,70.53710795,0.482209443,58.94976023,14.89857657,64.59455064,70.53710795,0.482209443,58.94976023,14.89857657,64.59455064,70.53710795,0.482209443,58.94976023,14.89857657,64.59455064,447.1153269,0.0,201.4594504,169.4052735,169.3900279,8011.887559,0.0,2388.546732,2571.391943,1272.954766,201.3350625,0.0,90.30134761,76.70456768,68.75038301,96.67856762,0.0,22.29000184,21.07530583,22.15652736,151.8832627,0.0,53.77581292,44.98441591,54.63350963,57.65457153,55.62809753
HK21ZFG,8/1/2022,1-A-70,8/2/2022,,,1.0,1.0,1.0,0.0,1.0,296.4647217,272.0677185,278.0094781,6.269330791,276.7787781,296.4647217,272.0677185,278.0094781,6.269330791,276.7787781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.3733521,868.0249023,890.3654668,26.24947487,872.8546143,296.4647217,272.0677185,278.0094781,6.269330791,276.7787781,932.3733521,868.0249023,890.3654668,26.24947487,872.8546143,296.4647217,272.0677185,278.0094781,6.269330791,276.7787781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.4647217,272.0677185,278.0094781,6.269330791,276.7787781,296.4647217,272.0677185,278.0094781,6.269330791,276.7787781,0.92603109,0.784808147,0.808131301,0.034097294,0.795150593,0.92603109,0.784808147,0.808131301,0.034097294,0.795150593,0.92603109,0.784808147,0.808131301,0.034097294,0.795150593,0.009610799,0.007060832,0.008383721,0.00076317,0.008286132,1.0,1.0,1.0,0.0,1.0,361.0868835,356.9898376,360.3137202,0.952387919,360.5125427,361.0868835,356.9898376,360.3137202,0.952387919,360.5125427,976.8631592,828.0253906,895.4416475,52.74455997,888.2633057,361.0868835,356.9898376,360.3137202,0.952387919,360.5125427,976.8631592,828.0253906,895.4416475,52.74455997,888.2633057,361.0868835,356.9898376,360.3137202,0.952387919,360.5125427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,361.0868835,356.9898376,360.3137202,0.952387919,360.5125427,361.0868835,356.9898376,360.3137202,0.952387919,360.5125427,1.138254359,1.024212747,1.055287275,0.031268775,1.037395726,1.138254359,1.024212747,1.055287275,0.031268775,1.037395726,1.138254359,1.024212747,1.055287275,0.031268775,1.037395726,2.0,1.0,1.097222222,0.296260125,1.0,1.0,2.0,0.0,0.888888889,0.355729124,1.0,1.0,158.7651974,60.79061006,120.1756896,22.01692686,123.3255664,153.2880549,98.94109602,121.912401,13.65009991,121.7952651,348.7799988,316.5505676,341.8415332,9.2359628,344.7194061,7.634128852,0.111420868,2.826419198,1.954612054,2.522300334,107.6763357,0.0,64.74403192,28.41127045,67.03360186,107.6763357,0.0,64.02301096,29.26079239,67.03360186,107.6763357,0.0,64.38352144,28.67872758,67.03360186,25.95675485,0.0,0.360510484,3.037715333,0.0,107.6763357,0.0,64.38352144,28.67872758,67.03360186,107.6763357,0.0,64.80585905,28.39780973,67.03360186,42.55620609,0.201476281,17.40207377,12.28763259,13.29966194,64.50005754,3.481812656,28.86167582,14.70061995,28.50716335,0.0,0.0,0.0,0.0,0.0,64.50005754,3.481812656,28.86167582,14.70061995,28.50716335,64.50005754,3.481812656,28.86167582,14.70061995,28.50716335,64.50005754,3.481812656,28.86167582,14.70061995,28.50716335,49.29859567,0.017206764,31.65443585,13.83585889,36.0371164,37.79527815,2.732356063,21.56373042,10.41726413,23.21333148,0.0,0.0,0.0,0.0,0.0,37.79527815,2.732356063,21.56373042,10.41726413,23.21333148,37.79527815,2.732356063,21.56373042,10.41726413,23.21333148,37.79527815,2.732356063,21.56373042,10.41726413,23.21333148,350.7840443,198.9123734,288.4758299,42.54761298,290.1139268,2236.400004,192.1262195,1261.78795,609.5102189,1288.390265,173.1329783,99.32331465,142.6707127,20.61220096,143.1587559,24.40272371,5.003531939,15.17119394,4.239421206,15.10683391,85.21892114,38.47988873,67.2556239,11.1361143,70.15248843,85.85574341,115.9864197
G3ONZN566P,8/8/2022,4-A-52,,,,2.0,1.0,1.014285714,0.118666055,1.0,316.1694641,288.7399902,309.3968004,5.172430871,310.4170227,316.1694641,292.5297546,309.737323,4.548269848,311.8279266,24.97680466,0.0,0.356811495,2.96389888,0.0,0.525598931,0.0,0.007508556,0.062370752,0.0,1056.816528,1024.637085,1042.529689,9.647331058,1040.825439,316.1694641,292.5297546,309.5670617,4.660489852,310.4170227,1056.816528,1024.637085,1042.529689,9.647331058,1040.825439,316.1694641,292.5297546,309.5670617,4.660489852,310.4170227,3.730224609,0.0,0.053288923,0.442651039,0.0,11.91828918,0.0,0.170261274,1.414296362,0.0,7.460449219,0.0,0.106577846,0.885302079,0.0,316.1694641,292.5297546,309.4819311,4.87206782,310.4170227,316.1694641,292.5297546,309.6521924,4.550099294,310.4170227,1.17897328,0.90661369,0.993154117,0.092684767,0.941464432,1.17897328,0.90661369,0.993787455,0.093534466,0.941464432,1.17897328,0.90661369,0.993470786,0.093073422,0.941464432,0.042086963,0.007236392,0.01322364,0.006712829,0.009940365,1.0,1.0,1.0,0.0,1.0,336.8072205,288.4538269,333.1162467,6.16720298,335.9686279,336.8072205,288.4538269,333.1162467,6.16720298,335.9686279,1052.812378,1031.950928,1044.871664,6.296611012,1044.339478,336.8072205,288.4538269,333.1162467,6.16720298,335.9686279,1052.812378,1031.950928,1044.871664,6.296611012,1044.339478,336.8072205,288.4538269,333.1162467,6.16720298,335.9686279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,336.8072205,288.4538269,333.1162467,6.16720298,335.9686279,336.8072205,288.4538269,333.1162467,6.16720298,335.9686279,1.255279231,0.977635554,1.069115391,0.101758861,1.023715425,1.255279231,0.977635554,1.069115391,0.101758861,1.023715425,1.255279231,0.977635554,1.069115391,0.101758861,1.023715425,2.0,1.0,1.055555556,0.229061424,1.0,1.0,2.0,0.0,1.0,0.23570226,1.0,1.0,138.1904192,29.46048327,90.30527374,33.88877996,100.1817314,127.8085735,94.30035783,108.8815389,11.9124411,105.5812128,336.0472107,260.6459656,312.713896,27.22591447,328.1133423,8.496179395,0.298065853,3.710573352,2.383905956,3.554029775,45.39134465,0.0,23.74389668,6.524950099,23.87221652,45.39134465,0.0,23.35655546,7.132164708,23.83035549,45.39134465,0.0,23.55022607,6.717203656,23.83035549,10.19072673,0.0,0.193670607,1.26512792,0.0,45.39134465,0.0,23.55022607,6.717203656,23.83035549,45.39134465,0.0,23.87461105,6.452470978,23.87221652,21.96737517,0.083525384,9.177924312,6.384206428,9.460189142,134.8851845,0.054846504,23.30823202,23.81861313,19.40506733,38.9407294,0.0,0.556296134,4.620942743,0.0,134.8851845,0.054846504,23.86452815,25.00059519,19.40506733,134.8851845,0.054846504,22.75193588,23.50168349,19.31067796,134.8851845,0.054846504,23.30823202,23.81861313,19.40506733,34.89012149,0.209032491,19.87508694,10.75274391,20.81279007,116.4144996,0.162978636,12.90860093,14.61399054,10.95568611,0.0,0.0,0.0,0.0,0.0,116.4144996,0.162978636,12.90860093,14.61399054,10.95568611,116.4144996,0.162978636,12.90860093,14.61399054,10.95568611,116.4144996,0.162978636,12.90860093,14.61399054,10.95568611,275.2160829,0.0,231.7304476,39.71871409,237.3809899,2485.001711,0.0,1141.323956,528.7202954,1220.611724,133.8831983,0.0,112.3207115,19.02509022,113.5795893,47.4808977,0.0,12.1532767,5.665332248,11.98759797,81.08440855,0.0,59.12846568,13.53064527,62.04953287,48.10186768,103.9048996
B6QMKZVSBA,8/8/2022,3-A-26,,,,4.0,1.0,2.259259259,0.774242406,2.0,436.4226685,400.6549988,416.163169,8.202256191,416.6414032,500.3162231,416.4721375,455.1527156,32.35839948,436.5487366,95.84949633,0.0,42.61155297,30.03679529,30.19869144,4.587596603,0.0,1.028775217,0.823867221,0.906190595,1022.49469,787.1640015,927.5155704,78.85969313,952.4862874,462.3813629,414.3899078,434.1410151,16.58888281,431.5334549,1022.49469,788.431488,927.2112269,78.89056351,950.7316589,462.3813629,414.3899078,431.5622231,15.37468333,424.5115814,18.87956852,0.0,6.903509334,5.068387819,7.69380188,37.93486023,0.0,17.91972529,13.96928936,11.8212204,50.46514893,0.0,15.42822605,12.05067405,15.54998779,443.4139328,407.5224533,423.9042794,10.69847664,422.2647781,481.348793,416.4721375,442.8608237,22.58440707,435.0178642,1.530179464,1.23719638,1.382277903,0.070717243,1.382452658,1.656903114,1.23719638,1.44338749,0.086415022,1.441520575,1.565479249,1.23719638,1.407097458,0.07712556,1.408173017,0.190222971,0.012011687,0.059821726,0.036150771,0.053178061,5.0,1.0,3.351851852,0.864043196,3.0,520.3538818,408.805481,434.1560211,22.32406119,432.6731262,523.9346313,504.261322,518.7510212,3.913672202,520.3066711,1021.68501,780.4911296,924.1690202,74.16623281,941.1297913,520.3538818,464.266449,485.7344175,10.24646571,486.9958471,1008.603455,780.7005005,920.0118261,71.20839231,940.5681763,520.3538818,455.8607788,502.1386806,14.17863816,505.050293,52.97573185,0.0,32.67146197,12.94634371,34.30938951,50.71015156,0.0,36.67489413,9.690098589,38.48174758,1.927234808,0.107672616,0.919883713,0.354863625,0.867217691,520.3538818,426.8862381,466.7888978,20.91636387,470.6058884,520.3538818,480.0610504,512.6801364,6.012112555,514.3508987,1.806329341,1.319519623,1.522029401,0.096177942,1.50004898,1.817112576,1.50512796,1.671986706,0.081887258,1.680394647,1.806329341,1.429610871,1.637300942,0.085162306,1.6342201,1.0,0.0,0.75,0.433012702,1.0,1.0,6.0,1.0,3.375,0.919503187,3.0,3.0,89.56025292,0.0,33.89333375,25.56153332,35.99083962,0.0,0.0,0.0,0.0,0.0,340.3944702,0.0,230.506098,133.7173397,300.3990631,0.0,0.0,0.0,0.0,0.0,131.322099,31.22231694,89.32596223,27.97164204,94.70652963,92.05800129,2.128485111,21.52686604,16.40610467,19.32521968,94.27144742,17.93597497,53.8546693,17.20241545,53.57745308,53.01708526,0.0,28.57051833,13.56380063,33.74636658,111.854477,17.93597497,51.69037412,23.80850349,47.7937834,332.175434,35.87194994,182.4012686,74.70246132,164.6459628,23.25704953,0.001226252,10.52725066,6.271431633,11.88565298,89.29260068,9.785703638,41.42666566,14.54779003,39.86074456,36.70995759,0.0,15.24087882,11.01259619,16.09732409,106.7536348,18.47993264,59.31429556,19.42757604,62.72115621,77.01997205,0.318669704,25.92478609,18.18162053,25.48896825,89.29260068,7.733055083,39.26529291,16.30178589,36.84822042,,,,,,56.56344299,6.045642401,36.46139514,11.38673947,37.42606626,33.37196499,0.0,14.09166159,9.813016609,13.73759771,77.30354652,11.35652791,52.31550406,17.00933372,58.1514885,56.56344299,0.096250722,21.79533209,13.94974913,21.72216328,64.5517499,6.045642401,35.39973346,12.73113421,33.82143372,642.3386055,0.0,433.6868295,252.7269818,563.383463,16697.39452,0.0,8566.506164,5822.094445,9464.272881,279.7136192,0.0,195.4707746,113.2295338,256.2467786,105.0098465,0.0,31.01693195,28.50109654,27.05517127,255.7581461,0.0,99.04448068,63.60270775,116.1416928,77.68951416,248.4873657
ANC7A5D2R3,8/8/2022,3-B-30,,,,1.0,1.0,1.0,0.0,1.0,364.84375,364.6503601,364.7517598,0.079230961,364.7611694,364.84375,364.6503601,364.7517598,0.079230961,364.7611694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.923706,1032.420532,1048.642253,15.17633024,1044.58252,364.84375,364.6503601,364.7517598,0.079230961,364.7611694,1068.923706,1032.420532,1048.642253,15.17633024,1044.58252,364.84375,364.6503601,364.7517598,0.079230961,364.7611694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.84375,364.6503601,364.7517598,0.079230961,364.7611694,364.84375,364.6503601,364.7517598,0.079230961,364.7611694,1.624206691,1.516878016,1.569768214,0.043830423,1.568219935,1.624206691,1.516878016,1.569768214,0.043830423,1.568219935,1.624206691,1.516878016,1.569768214,0.043830423,1.568219935,0.022172416,0.015673828,0.019358828,0.002723653,0.02023024,2.0,1.0,1.333333333,0.471404521,1.0,401.118103,384.6532898,394.0593465,6.923625371,396.4066467,401.118103,396.4066467,398.1198425,2.127282863,396.8347778,1114.49353,1024.336914,1061.037394,38.66624597,1044.281738,401.118103,390.7440338,396.0895945,4.241125604,396.4066467,1114.49353,1024.336914,1061.037394,38.66624597,1044.281738,401.118103,390.7440338,396.0895945,4.241125604,396.4066467,53.90661621,0.0,17.96887207,25.41182258,0.0,6.090744019,0.0,2.030248006,2.871204265,0.0,8.850579838,8.850579838,8.850579838,0.0,8.850579838,401.118103,387.6986618,395.0744705,5.558859042,396.4066467,401.118103,393.7894058,397.1047185,3.032372982,396.4066467,1.786096661,1.612754686,1.700913041,0.07079782,1.703887776,1.786096661,1.638091054,1.709358497,0.06054674,1.703887776,1.786096661,1.62542287,1.705135769,0.065600736,1.703887776,1.0,0.0,0.041666667,0.199826313,0.0,0.0,3.0,1.0,1.819444444,0.508985617,2.0,2.0,63.80062281,0.0,2.199064703,10.67178424,0.0,0.0,0.0,0.0,0.0,0.0,240.3953094,0.0,9.689190123,46.48641698,0.0,0.0,0.0,0.0,0.0,0.0,154.346044,19.84911045,77.45143655,38.65315493,68.38458825,153.9477253,3.39451123,27.6498118,28.55382636,16.21888021,153.9477253,19.54491917,52.12397352,25.74606958,43.71554283,75.20897279,0.0,24.6507022,21.92826759,22.4851514,153.9477253,10.01780255,51.27067222,26.48066255,42.75015268,177.3033104,19.84911045,91.32731131,42.51451905,80.18565192,13.20290306,3.146050856,8.686579658,4.169077962,9.710785061,105.4625322,0.134023059,50.52035243,21.56808594,47.86327276,45.89520947,0.0,7.803049391,12.85145286,0.0,105.4625322,0.134023059,58.32340182,25.63843817,65.23784542,105.4625322,0.134023059,42.71730304,24.56328218,43.33836691,105.4625322,0.134023059,50.52035243,21.56808594,47.86327276,,,,,,87.25324087,0.426732348,44.77374883,24.21105853,44.40249356,40.06948016,0.0,7.977920483,13.58653092,0.0,87.29367911,0.426732348,52.75166931,29.42891057,67.98284146,87.25324087,0.426732348,36.79582835,25.98995148,29.06507702,87.25324087,0.426732348,44.77374883,24.21105853,44.40249356,551.7771465,0.0,19.80495913,95.63545016,0.0,11420.83099,0.0,219.5343413,1377.697206,0.0,232.895189,0.0,9.249335239,44.3925436,0.0,40.05954581,0.0,1.141903205,5.922998047,0.0,164.7972443,0.0,6.473676192,31.11095903,0.0,0.0,0.0
